Carcass,Unit,Visibility,GroundCover,Season,HabitatType,Split,Size,DateFound
5289,5,M,A,SF,HT1,C2,XL,4/1/2017
5290,5,M,A,SF,HT1,C2,XL,4/1/2017
5291,5,M,A,SF,HT1,C2,XL,4/11/2017
5292,5,M,A,SF,HT1,C2,XL,4/11/2017
5293,5,H,B,SF,HT2,C2,XL,4/11/2017
5294,5,H,B,SF,HT2,C2,XL,4/11/2017
5295,5,H,B,SF,HT2,C2,XL,4/11/2017
5296,5,H,B,SF,HT2,C2,XL,4/11/2017
5297,5,H,B,SF,HT2,C2,XL,4/11/2017
5298,5,H,B,SF,HT2,C2,XL,4/11/2017
5299,5,H,B,SF,HT2,C2,XL,4/11/2017
5300,5,H,B,SF,HT2,C2,XL,4/3/2017
5301,5,H,B,SF,HT2,C2,XL,4/3/2017
5302,5,H,B,SF,HT2,C2,XL,4/3/2017
5303,5,H,B,SF,HT2,C2,XL,4/3/2017
5304,5,H,B,SF,HT2,C2,XL,4/3/2017
5305,5,H,B,SF,HT2,C2,XL,4/3/2017
5306,5,H,B,SF,HT2,C2,XL,4/3/2017
5307,5,H,B,SF,HT2,C2,XL,4/5/2017
5308,5,M,A,SF,HT1,C2,L,3/26/2017
5309,5,M,A,SF,HT1,C2,L,3/26/2017
5310,5,M,A,SF,HT1,C2,L,3/26/2017
5311,5,M,A,SF,HT1,C2,L,3/26/2017
5312,5,M,A,SF,HT1,C2,L,3/26/2017
5313,5,M,A,SF,HT1,C2,L,3/26/2017
5314,5,M,A,SF,HT1,C2,L,3/26/2017
5315,5,M,A,SF,HT1,C2,L,3/28/2017
5316,5,M,A,SF,HT1,C2,L,3/28/2017
5317,5,M,A,SF,HT1,C2,L,3/28/2017
5318,5,M,A,SF,HT1,C2,L,3/28/2017
5319,5,M,A,SF,HT1,C2,L,3/28/2017
5320,5,M,A,SF,HT1,C2,L,3/28/2017
5321,5,M,A,SF,HT1,C2,L,3/28/2017
5322,5,M,A,SF,HT1,C2,L,3/28/2017
5323,5,H,B,SF,HT2,C2,L,3/28/2017
5324,5,H,B,SF,HT2,C2,L,3/28/2017
5325,5,H,B,SF,HT2,C2,L,3/28/2017
5326,5,H,B,SF,HT2,C2,L,3/30/2017
5327,5,H,B,SF,HT2,C2,L,3/30/2017
5328,5,H,B,SF,HT2,C2,L,3/30/2017
5329,5,H,B,SF,HT2,C2,L,3/30/2017
5330,5,H,B,SF,HT2,C2,L,3/30/2017
5331,5,H,B,SF,HT2,C2,L,3/30/2017
5332,5,H,B,SF,HT2,C2,L,3/4/2017
5333,5,H,B,SF,HT2,C2,L,3/4/2017
5334,5,H,B,SF,HT2,C2,L,3/4/2017
5335,5,H,B,SF,HT2,C2,L,3/4/2017
5336,1,M,B,SF,HT1,C2,S,3/19/2017
5337,1,M,B,SF,HT1,C2,S,3/19/2017
5338,1,M,B,SF,HT1,C2,S,3/19/2017
5339,1,M,B,SF,HT1,C2,S,3/19/2017
5340,1,M,B,SF,HT1,C2,S,3/19/2017
5341,1,M,B,SF,HT1,C2,S,3/19/2017
5342,1,M,B,SF,HT1,C2,S,3/19/2017
5343,1,M,B,SF,HT1,C2,S,3/19/2017
5344,1,M,B,SF,HT1,C2,S,3/19/2017
5345,1,M,B,SF,HT1,C2,S,3/19/2017
5346,1,M,B,SF,HT1,C2,S,3/19/2017
5347,1,M,B,SF,HT1,C2,S,3/19/2017
5348,1,M,B,SF,HT1,C2,S,3/19/2017
5349,1,M,B,SF,HT1,C2,S,3/19/2017
5350,1,H,A,WS,HT1,C2,S,3/19/2017
5351,1,H,A,WS,HT1,C2,S,3/26/2017
5352,1,H,A,WS,HT1,C2,S,3/26/2017
5353,1,H,A,WS,HT1,C2,S,3/26/2017
5354,1,H,A,WS,HT1,C2,S,3/26/2017
5355,1,H,A,WS,HT1,C2,S,3/26/2017
5356,1,H,A,WS,HT1,C2,S,3/26/2017
5357,1,H,A,WS,HT1,C2,S,3/26/2017
5358,1,H,A,WS,HT1,C2,S,3/26/2017
5359,1,H,A,WS,HT1,C2,S,3/26/2017
5360,1,H,A,WS,HT1,C2,S,3/26/2017
5361,1,H,A,WS,HT1,C2,S,3/26/2017
5362,1,H,A,WS,HT1,C2,S,3/26/2017
5363,1,H,A,WS,HT1,C2,S,3/26/2017
5364,1,H,A,WS,HT1,C2,S,3/26/2017
5365,1,H,A,WS,HT1,C2,S,3/26/2017
5366,1,H,B,WS,HT1,C1,S,3/26/2017
5367,1,H,B,WS,HT1,C1,S,3/26/2017
5368,1,H,B,WS,HT1,C1,S,3/26/2017
5369,1,H,B,WS,HT1,C1,S,3/26/2017
5370,1,H,B,WS,HT1,C1,S,3/26/2017
5371,1,H,B,WS,HT1,C1,S,3/26/2017
5372,1,H,B,WS,HT1,C1,S,3/26/2017
5373,1,H,B,WS,HT1,C1,S,3/26/2017
5374,1,H,B,WS,HT1,C1,S,3/26/2017
5375,1,H,B,WS,HT1,C1,S,3/26/2017
5376,1,H,B,WS,HT1,C1,S,3/26/2017
5377,1,H,B,WS,HT1,C1,S,3/5/2017
5378,1,H,B,WS,HT1,C1,S,3/5/2017
5379,2,H,B,SF,HT1,C2,L,4/4/2017
5380,2,H,B,SF,HT1,C2,L,4/4/2017
5381,2,H,B,SF,HT1,C2,L,4/4/2017
5382,2,H,B,SF,HT1,C2,L,4/4/2017
5383,2,H,B,SF,HT1,C2,L,4/4/2017
5384,2,H,B,SF,HT1,C2,L,4/4/2017
5385,2,H,B,SF,HT1,C2,L,4/4/2017
5386,2,H,B,SF,HT1,C2,L,4/4/2017
5387,2,H,B,SF,HT1,C2,L,4/4/2017
5388,2,H,B,SF,HT1,C2,L,4/4/2017
5389,2,H,B,SF,HT1,C2,L,4/4/2017
5390,2,H,B,SF,HT1,C2,L,4/4/2017
5391,2,H,B,SF,HT1,C2,L,4/4/2017
5392,2,H,B,SF,HT1,C2,L,4/4/2017
5393,2,H,B,SF,HT1,C2,L,4/4/2017
5394,2,H,B,SF,HT1,C2,L,4/4/2017
5395,2,H,B,SF,HT1,C2,L,4/4/2017
5396,2,H,B,SF,HT1,C2,L,4/4/2017
5397,2,H,B,SF,HT1,C2,L,4/4/2017
5398,2,H,A,SF,HT1,C2,M,3/7/2017
5399,2,H,A,SF,HT1,C2,M,3/7/2017
5400,2,H,A,SF,HT1,C2,M,3/7/2017
5401,2,H,A,SF,HT1,C2,M,3/7/2017
5402,2,H,A,SF,HT1,C2,M,3/7/2017
5403,2,H,A,SF,HT1,C2,M,3/7/2017
5404,2,H,A,SF,HT1,C2,M,3/7/2017
5405,2,H,A,SF,HT1,C2,M,3/7/2017
5406,2,H,A,SF,HT1,C2,M,3/7/2017
5407,2,H,A,SF,HT1,C2,M,3/7/2017
5408,2,H,A,SF,HT1,C2,M,3/7/2017
5409,2,H,A,SF,HT1,C2,M,3/7/2017
5410,2,H,A,SF,HT1,C2,M,3/7/2017
5411,2,H,A,SF,HT1,C2,M,3/7/2017
5412,2,H,A,SF,HT1,C2,M,3/7/2017
5413,2,H,A,SF,HT1,C2,M,3/7/2017
5414,2,H,A,SF,HT1,C2,M,3/7/2017
5415,2,H,A,SF,HT1,C2,M,4/11/2017
5416,2,H,B,SF,HT1,C2,M,4/11/2017
5417,2,H,B,SF,HT1,C2,M,4/11/2017
5418,2,H,B,SF,HT1,C2,M,4/11/2017
5419,2,H,B,SF,HT1,C2,M,4/11/2017
5420,2,H,B,SF,HT1,C2,M,4/11/2017
5421,2,H,B,SF,HT1,C2,M,4/11/2017
5422,2,H,B,SF,HT1,C2,M,4/11/2017
5423,2,H,B,SF,HT1,C2,M,4/11/2017
5424,2,H,B,SF,HT1,C2,M,4/11/2017
5425,2,H,B,SF,HT1,C2,M,4/11/2017
5426,2,H,B,SF,HT1,C2,M,4/11/2017
5427,2,H,B,SF,HT1,C2,M,4/11/2017
5428,2,H,B,SF,HT1,C2,M,4/11/2017
5429,2,H,B,SF,HT1,C2,M,4/11/2017
5430,2,H,B,SF,HT1,C2,M,4/11/2017
5431,2,H,B,SF,HT1,C2,M,4/11/2017
5432,2,H,B,WS,HT2,C1,S,3/14/2017
5433,2,H,B,WS,HT2,C1,S,3/14/2017
5434,2,H,B,WS,HT2,C1,S,3/14/2017
5435,2,H,B,WS,HT2,C1,S,3/14/2017
5436,2,H,B,WS,HT2,C1,S,3/14/2017
5437,2,H,B,WS,HT2,C1,S,3/14/2017
5438,2,H,B,WS,HT2,C1,S,3/14/2017
5439,2,H,B,WS,HT2,C1,S,3/21/2017
5440,2,H,B,WS,HT2,C1,S,3/21/2017
5441,2,H,B,WS,HT2,C1,S,3/21/2017
5442,2,H,B,WS,HT2,C1,S,3/21/2017
5443,2,H,B,WS,HT2,C1,S,3/21/2017
5444,2,H,B,WS,HT2,C1,S,3/21/2017
5445,2,H,B,WS,HT2,C1,S,3/21/2017
5446,2,H,B,WS,HT2,C1,S,3/21/2017
5447,2,H,B,WS,HT2,C2,S,3/21/2017
5448,2,H,B,WS,HT2,C2,S,3/21/2017
5449,2,H,B,WS,HT2,C2,S,3/21/2017
5450,2,H,B,WS,HT2,C2,S,3/21/2017
5451,2,H,B,WS,HT2,C2,S,3/21/2017
5452,2,H,B,WS,HT2,C2,S,3/21/2017
5453,2,H,B,WS,HT2,C2,S,3/28/2017
5454,2,H,B,WS,HT2,C2,S,3/28/2017
5455,2,H,B,WS,HT2,C2,S,3/28/2017
5456,2,H,B,WS,HT2,C2,S,3/28/2017
5457,2,H,B,WS,HT2,C2,S,3/28/2017
5458,2,H,B,WS,HT2,C2,S,3/28/2017
5459,2,H,B,WS,HT2,C2,S,3/28/2017
5460,2,H,B,WS,HT2,C2,S,3/28/2017
5461,2,H,B,WS,HT2,C2,S,3/28/2017
5462,2,H,B,WS,HT2,C2,S,3/28/2017
5463,2,H,B,WS,HT2,C2,S,3/28/2017
5464,2,H,B,WS,HT2,C2,S,3/28/2017
5465,3,H,A,SF,HT2,C2,XL,3/24/2017
5466,3,H,A,SF,HT2,C2,XL,3/24/2017
5467,3,H,A,SF,HT2,C2,XL,3/24/2017
5468,3,H,A,SF,HT2,C2,XL,3/26/2017
5469,3,H,A,SF,HT2,C2,XL,3/26/2017
5470,3,H,A,SF,HT2,C2,XL,3/26/2017
5471,3,H,A,SF,HT2,C2,XL,3/26/2017
5472,3,H,A,SF,HT2,C2,XL,3/26/2017
5473,3,H,A,SF,HT2,C2,XL,3/28/2017
5474,3,H,A,SF,HT2,C2,XL,3/28/2017
5475,3,H,A,SF,HT2,C2,XL,3/28/2017
5476,3,H,A,SF,HT2,C2,XL,3/28/2017
5477,3,H,A,SF,HT2,C2,XL,3/28/2017
5478,3,H,A,SF,HT2,C2,XL,3/28/2017
5479,3,H,A,SF,HT2,C2,XL,3/28/2017
5480,3,H,A,SF,HT2,C2,XL,3/28/2017
5481,3,H,B,SF,HT1,C1,XL,3/30/2017
5482,3,H,B,SF,HT1,C1,XL,3/30/2017
5483,3,H,B,SF,HT1,C1,XL,3/30/2017
5484,3,H,B,SF,HT1,C1,XL,3/30/2017
5485,3,H,B,SF,HT1,C1,XL,3/30/2017
5486,3,H,B,SF,HT1,C1,XL,3/30/2017
5487,3,H,B,SF,HT1,C1,XL,3/4/2017
5488,3,H,B,SF,HT1,C1,XL,3/4/2017
5489,3,H,B,SF,HT1,C1,XL,3/4/2017
5490,3,H,B,SF,HT1,C1,XL,3/4/2017
5491,3,H,B,SF,HT1,C1,XL,3/4/2017
5492,3,H,B,SF,HT1,C1,XL,3/6/2017
5493,3,H,B,SF,HT1,C1,XL,3/6/2017
5494,3,H,B,SF,HT1,C1,XL,3/6/2017
5495,3,H,B,SF,HT1,C1,XL,3/6/2017
5496,3,M,A,SF,HT2,C1,L,3/22/2017
5497,3,M,A,SF,HT2,C1,L,3/22/2017
5498,3,M,A,SF,HT2,C1,L,3/24/2017
5499,3,M,A,SF,HT2,C1,L,3/24/2017
5500,3,M,A,SF,HT2,C1,L,3/24/2017
5501,3,M,A,SF,HT2,C1,L,3/24/2017
5502,3,M,A,SF,HT2,C1,L,3/24/2017
5503,3,M,A,SF,HT2,C1,L,3/26/2017
5504,3,M,A,SF,HT2,C1,L,3/26/2017
5505,3,M,A,SF,HT2,C1,L,3/26/2017
5506,3,M,A,SF,HT2,C1,L,3/26/2017
5507,3,M,A,SF,HT2,C1,L,3/26/2017
5508,3,M,A,SF,HT2,C1,L,3/26/2017
5509,3,M,A,SF,HT2,C1,L,3/26/2017
5510,3,M,A,SF,HT2,C1,L,3/26/2017
5511,3,M,A,SF,HT2,C1,L,3/28/2017
5512,3,M,B,WS,HT2,C1,S,3/10/2017
5513,3,M,B,WS,HT2,C1,S,3/10/2017
5514,3,M,B,WS,HT2,C1,S,3/12/2017
5515,3,M,B,WS,HT2,C1,S,3/12/2017
5516,3,M,B,WS,HT2,C1,S,3/14/2017
5517,3,M,B,WS,HT2,C1,S,3/14/2017
5518,3,M,B,WS,HT2,C1,S,3/14/2017
5519,3,M,B,WS,HT2,C1,S,3/14/2017
5520,3,M,B,WS,HT2,C1,S,3/14/2017
5521,3,M,B,WS,HT2,C1,S,3/14/2017
5522,3,M,B,WS,HT2,C1,S,3/14/2017
5523,3,M,B,WS,HT2,C1,S,3/16/2017
5524,3,M,B,WS,HT2,C1,S,3/16/2017
5525,3,H,A,WS,HT2,C1,S,3/16/2017
5526,3,H,A,WS,HT2,C1,S,3/16/2017
5527,3,H,A,WS,HT2,C1,S,3/16/2017
5528,3,H,A,WS,HT2,C1,S,3/16/2017
5529,3,H,A,WS,HT2,C1,S,3/18/2017
5530,3,H,A,WS,HT2,C1,S,3/18/2017
5531,3,H,A,WS,HT2,C1,S,3/18/2017
5532,3,H,A,WS,HT2,C1,S,3/18/2017
5533,3,H,A,WS,HT2,C1,S,3/18/2017
5534,3,H,A,WS,HT2,C1,S,3/18/2017
5535,3,H,A,WS,HT2,C1,S,3/18/2017
5536,3,H,A,WS,HT2,C1,S,3/18/2017
5537,3,H,A,WS,HT2,C1,S,3/2/2017
5538,3,H,A,WS,HT2,C1,S,3/2/2017
5539,3,H,A,WS,HT2,C1,S,3/2/2017
5540,3,H,A,WS,HT2,C1,S,3/2/2017
5541,3,H,A,WS,HT2,C1,S,3/2/2017
5542,3,H,A,WS,HT2,C1,S,3/2/2017
5543,3,H,A,WS,HT2,C1,S,3/2/2017
5544,4,M,A,SF,HT1,C1,XL,3/7/2017
5545,4,M,A,SF,HT1,C1,XL,3/7/2017
5546,4,M,A,SF,HT1,C1,XL,3/7/2017
5547,4,M,A,SF,HT1,C1,XL,3/7/2017
5548,4,M,A,SF,HT1,C1,XL,3/7/2017
5549,4,M,A,SF,HT1,C1,XL,3/7/2017
5550,4,M,A,SF,HT1,C1,XL,3/7/2017
5551,4,M,A,SF,HT1,C1,XL,3/9/2017
5552,4,M,A,SF,HT1,C1,XL,3/9/2017
5553,4,M,A,SF,HT1,C1,XL,3/9/2017
5554,4,M,A,SF,HT1,C1,XL,3/9/2017
5555,4,M,A,SF,HT1,C1,XL,3/9/2017
5556,4,M,A,SF,HT1,C1,XL,4/10/2017
5557,4,M,A,SF,HT1,C1,XL,4/10/2017
5558,4,M,A,SF,HT1,C1,XL,4/10/2017
5559,4,M,A,SF,HT1,C1,XL,4/10/2017
5560,4,M,A,SF,HT1,C1,XL,4/10/2017
5561,4,M,B,SF,HT1,C1,L,3/23/2017
5562,4,M,B,SF,HT1,C1,L,3/23/2017
5563,4,M,B,SF,HT1,C1,L,3/23/2017
5564,4,M,B,SF,HT1,C1,L,3/23/2017
5565,4,M,B,SF,HT1,C1,L,3/23/2017
5566,4,M,B,SF,HT1,C1,L,3/23/2017
5567,4,M,B,SF,HT1,C1,L,3/23/2017
5568,4,M,B,SF,HT1,C1,L,3/25/2017
5569,4,M,B,SF,HT1,C1,L,3/25/2017
5570,4,M,B,SF,HT1,C1,L,3/25/2017
5571,4,M,B,SF,HT1,C1,L,3/25/2017
5572,4,M,B,SF,HT1,C1,L,3/25/2017
5573,4,M,B,SF,HT1,C1,L,3/25/2017
5574,4,M,B,SF,HT1,C1,L,3/27/2017
5575,4,M,B,SF,HT1,C1,L,3/27/2017
5576,4,M,B,SF,HT2,C2,L,3/27/2017
5577,4,M,B,SF,HT2,C2,L,3/27/2017
5578,4,M,B,SF,HT2,C2,L,3/27/2017
5579,4,M,B,SF,HT2,C2,L,3/27/2017
5580,4,M,B,SF,HT2,C2,L,3/27/2017
5581,4,M,B,SF,HT2,C2,L,3/29/2017
5582,4,M,B,SF,HT2,C2,L,3/29/2017
5583,4,M,B,SF,HT2,C2,L,3/29/2017
5584,4,M,B,SF,HT2,C2,L,3/29/2017
5585,4,M,B,SF,HT2,C2,L,3/29/2017
5586,4,M,B,SF,HT2,C2,L,3/3/2017
5587,4,M,B,SF,HT2,C2,L,3/3/2017
5588,4,M,B,SF,HT2,C2,L,3/3/2017
5589,4,M,B,SF,HT2,C2,L,3/3/2017
5590,4,M,B,SF,HT2,C2,L,3/3/2017
5591,4,H,B,SF,HT1,C1,L,3/3/2017
5592,4,H,B,SF,HT1,C1,L,3/3/2017
5593,4,H,B,SF,HT1,C1,L,3/3/2017
5594,4,H,B,SF,HT1,C1,L,3/31/2017
5595,4,H,B,SF,HT1,C1,L,3/31/2017
5596,4,H,B,SF,HT1,C1,L,3/31/2017
5597,4,H,B,SF,HT1,C1,L,3/31/2017
5598,4,H,B,SF,HT1,C1,L,3/31/2017
5599,4,H,B,SF,HT1,C1,L,3/31/2017
5600,4,H,B,SF,HT1,C1,L,3/31/2017
5601,4,H,B,SF,HT1,C1,L,3/31/2017
5602,4,H,B,SF,HT1,C1,L,3/31/2017
5603,4,H,B,SF,HT1,C1,L,3/31/2017
5604,4,M,A,WS,HT1,C1,M,3/11/2017
5605,4,M,A,WS,HT1,C1,M,3/11/2017
5606,4,M,A,WS,HT1,C1,M,3/11/2017
5607,4,M,A,WS,HT1,C1,M,3/11/2017
5608,4,M,A,WS,HT1,C1,M,3/11/2017
5609,4,M,A,WS,HT1,C1,M,3/13/2017
5610,4,M,A,WS,HT1,C1,M,3/13/2017
5611,4,M,A,WS,HT1,C1,M,3/13/2017
5612,4,M,A,WS,HT1,C1,M,3/13/2017
5613,4,M,A,WS,HT1,C1,M,3/13/2017
5614,4,M,A,WS,HT1,C1,M,3/13/2017
5615,4,M,A,WS,HT1,C1,M,3/13/2017
5616,4,M,A,WS,HT1,C1,M,3/13/2017
5617,4,M,A,WS,HT1,C1,M,3/13/2017
5618,4,M,A,WS,HT1,C1,M,3/13/2017
5619,4,M,A,WS,HT1,C1,M,3/13/2017
5620,4,M,A,WS,HT1,C1,M,3/13/2017
5621,4,M,A,WS,HT1,C1,M,3/13/2017
5622,4,M,A,WS,HT1,C1,M,3/15/2017
5623,4,M,A,WS,HT1,C2,M,3/15/2017
5624,4,M,A,WS,HT1,C2,M,3/15/2017
5625,4,M,A,WS,HT1,C2,M,3/15/2017
5626,4,M,A,WS,HT1,C2,M,3/15/2017
5627,4,M,A,WS,HT1,C2,M,3/15/2017
5628,4,M,A,WS,HT1,C2,M,3/15/2017
5629,4,M,A,WS,HT1,C2,M,3/15/2017
5630,4,M,A,WS,HT1,C2,M,3/15/2017
5631,4,M,A,WS,HT1,C2,M,3/15/2017
5632,4,M,A,WS,HT1,C2,M,3/17/2017
5633,4,M,A,WS,HT1,C2,M,3/17/2017
5634,4,M,A,WS,HT1,C2,M,3/17/2017
5635,4,M,A,WS,HT1,C2,M,3/17/2017
5636,4,M,B,SF,HT1,C1,M,3/17/2017
5637,4,M,B,SF,HT1,C1,M,3/17/2017
5638,4,M,B,SF,HT1,C1,M,3/17/2017
5639,4,M,B,SF,HT1,C1,M,3/17/2017
5640,4,M,B,SF,HT1,C1,M,3/17/2017
5641,4,M,B,SF,HT1,C1,M,3/17/2017
5642,4,M,B,SF,HT1,C1,M,3/17/2017
5643,4,M,B,SF,HT1,C1,M,3/19/2017
5644,4,M,B,SF,HT1,C1,M,3/19/2017
5645,4,M,B,SF,HT1,C1,M,3/19/2017
5646,4,M,B,SF,HT1,C1,M,3/19/2017
5647,4,M,B,SF,HT1,C1,M,3/19/2017
5648,4,M,B,SF,HT1,C1,M,3/19/2017
5649,4,M,B,SF,HT1,C1,M,3/19/2017
5650,4,M,B,SF,HT1,C1,M,3/19/2017
5651,4,M,B,SF,HT1,C1,M,3/19/2017
5652,4,M,B,SF,HT1,C1,M,3/19/2017
5653,4,H,A,WS,HT2,C2,M,3/19/2017
5654,4,H,A,WS,HT2,C2,M,3/21/2017
5655,4,H,A,WS,HT2,C2,M,3/21/2017
5656,4,H,A,WS,HT2,C2,M,3/21/2017
5657,4,H,A,WS,HT2,C2,M,3/21/2017
5658,4,H,A,WS,HT2,C2,M,3/21/2017
5659,4,H,A,WS,HT2,C2,M,3/21/2017
5660,4,H,A,WS,HT2,C2,M,3/21/2017
5661,4,H,A,WS,HT2,C2,M,3/21/2017
5662,4,H,A,WS,HT2,C2,M,3/23/2017
5663,4,H,A,WS,HT2,C2,M,3/23/2017
5664,4,H,A,WS,HT2,C2,M,3/23/2017
5665,4,H,A,WS,HT2,C2,M,3/23/2017
5666,4,H,A,WS,HT2,C2,M,3/23/2017
5667,4,H,A,WS,HT2,C2,M,3/23/2017
5668,4,H,A,WS,HT2,C2,M,3/23/2017
5669,4,H,A,WS,HT2,C2,M,3/23/2017
5670,4,H,A,WS,HT2,C2,S,2/3/2017
5671,4,H,A,WS,HT2,C2,S,2/3/2017
5672,4,H,A,WS,HT2,C2,S,2/3/2017
5673,4,H,A,WS,HT2,C2,S,2/3/2017
5674,4,H,A,WS,HT2,C2,S,2/3/2017
5675,4,H,A,WS,HT2,C2,S,2/5/2017
5676,4,H,A,WS,HT2,C2,S,2/5/2017
5677,4,H,A,WS,HT2,C2,S,2/5/2017
5678,4,H,A,WS,HT2,C2,S,2/7/2017
5679,4,H,A,WS,HT2,C2,S,2/7/2017
5680,4,H,A,WS,HT2,C2,S,2/7/2017
5681,4,H,A,WS,HT2,C2,S,2/7/2017
5682,4,H,A,WS,HT2,C2,S,2/7/2017
5683,4,H,A,WS,HT2,C2,S,2/7/2017
5684,5,M,B,SF,HT2,C2,L,3/4/2017
5685,5,M,B,SF,HT2,C2,L,3/4/2017
5686,5,M,B,SF,HT2,C2,L,3/6/2017
5687,5,M,B,SF,HT2,C2,L,3/6/2017
5688,5,M,B,SF,HT2,C2,L,3/6/2017
5689,5,M,B,SF,HT2,C2,L,3/6/2017
5690,5,M,B,SF,HT2,C2,L,3/6/2017
5691,5,M,B,SF,HT2,C2,L,3/6/2017
5692,5,M,B,SF,HT2,C2,L,3/6/2017
5693,5,M,B,SF,HT2,C2,L,3/6/2017
5694,5,M,B,SF,HT2,C2,L,3/6/2017
5695,5,M,B,SF,HT2,C2,L,3/6/2017
5696,5,M,B,SF,HT2,C2,L,3/8/2017
5697,5,M,B,WS,HT1,C2,M,3/20/2017
5698,5,M,B,WS,HT1,C2,M,3/20/2017
5699,5,M,B,WS,HT1,C2,M,3/20/2017
5700,5,M,B,WS,HT1,C2,M,3/22/2017
5701,5,M,B,WS,HT1,C2,M,3/22/2017
5702,5,M,B,WS,HT1,C2,M,3/22/2017
5703,5,M,B,WS,HT1,C2,M,3/22/2017
5704,5,M,B,WS,HT1,C2,M,3/22/2017
5705,5,M,B,WS,HT1,C2,M,3/22/2017
5706,5,M,B,WS,HT1,C2,M,3/22/2017
5707,5,M,B,WS,HT1,C2,M,3/24/2017
5708,5,M,B,WS,HT1,C2,M,3/24/2017
5709,5,M,B,WS,HT1,C2,M,3/24/2017
5710,5,M,B,WS,HT1,C2,M,3/24/2017
5711,5,M,B,WS,HT1,C2,M,3/24/2017
5712,5,M,B,WS,HT1,C2,M,3/24/2017
5713,5,M,B,WS,HT1,C2,M,3/24/2017
5714,5,H,A,SF,HT1,C1,M,3/24/2017
5715,5,H,A,SF,HT1,C1,M,3/24/2017
5716,5,H,A,SF,HT1,C1,M,3/24/2017
5717,5,H,A,SF,HT1,C1,M,3/24/2017
5718,5,H,A,SF,HT1,C1,M,3/24/2017
5719,5,H,A,SF,HT1,C1,M,3/24/2017
5720,5,H,A,SF,HT1,C1,M,3/24/2017
5721,5,H,A,SF,HT1,C1,M,3/26/2017
5722,5,H,A,SF,HT1,C1,M,3/26/2017
5723,5,H,A,SF,HT1,C1,M,3/26/2017
5724,5,H,A,SF,HT1,C1,M,3/26/2017
5725,5,H,A,SF,HT1,C1,M,3/26/2017
5726,5,H,A,SF,HT1,C1,M,3/26/2017
5727,5,H,A,SF,HT1,C1,M,3/26/2017
5728,5,H,A,SF,HT1,C1,M,3/26/2017
5729,5,H,A,SF,HT1,C1,M,3/26/2017
5730,3,H,A,SF,HT2,C1,XL,3/6/2017
5731,3,H,A,SF,HT2,C1,XL,3/6/2017
5732,3,H,A,SF,HT2,C1,XL,3/6/2017
5733,3,H,A,SF,HT2,C1,XL,3/8/2017
5734,3,H,A,SF,HT2,C1,XL,3/8/2017
5735,3,H,A,SF,HT2,C1,XL,3/8/2017
5736,3,H,A,SF,HT2,C1,XL,4/1/2017
5737,3,H,A,SF,HT2,C1,XL,4/1/2017
5738,3,H,A,SF,HT2,C1,XL,4/1/2017
5739,3,H,A,SF,HT2,C1,XL,4/1/2017
5740,3,H,A,SF,HT2,C1,XL,4/1/2017
5741,3,H,A,SF,HT2,C1,XL,4/1/2017
5742,3,H,A,SF,HT2,C1,XL,4/1/2017
5743,3,H,A,SF,HT2,C1,XL,4/11/2017
5744,3,H,A,SF,HT2,C1,XL,4/11/2017
5745,3,H,A,SF,HT2,C1,XL,4/11/2017
5746,3,H,A,SF,HT2,C1,XL,4/11/2017
5747,3,H,A,SF,HT2,C1,XL,4/11/2017
5748,3,H,A,SF,HT2,C1,XL,4/11/2017
5749,4,M,A,SF,HT1,C2,XL,4/10/2017
5750,4,M,A,SF,HT1,C2,XL,4/10/2017
5751,4,M,A,SF,HT1,C2,XL,4/10/2017
5752,4,M,A,SF,HT1,C2,XL,4/10/2017
5753,4,M,A,SF,HT1,C2,XL,4/10/2017
5754,4,M,A,SF,HT1,C2,XL,4/10/2017
5755,4,M,A,SF,HT1,C2,XL,4/10/2017
5756,4,M,A,SF,HT1,C2,XL,4/10/2017
5757,4,M,A,SF,HT1,C2,XL,4/12/2017
5758,4,M,A,SF,HT1,C2,XL,4/12/2017
5759,4,M,A,SF,HT1,C2,XL,4/12/2017
5760,4,M,A,SF,HT1,C2,XL,4/12/2017
5761,4,M,A,SF,HT1,C2,XL,4/2/2017
5762,4,M,A,SF,HT1,C2,XL,4/2/2017
5763,4,M,A,SF,HT1,C2,XL,4/2/2017
5764,4,M,A,SF,HT1,C2,XL,4/2/2017
5765,4,M,A,SF,HT1,C2,XL,4/2/2017
5766,5,H,B,SF,HT2,C1,XL,4/5/2017
5767,5,H,B,SF,HT2,C1,XL,4/5/2017
5768,5,H,B,SF,HT2,C1,XL,4/5/2017
5769,5,H,B,SF,HT2,C1,XL,4/5/2017
5770,5,H,B,SF,HT2,C1,XL,4/5/2017
5771,5,H,B,SF,HT2,C1,XL,4/5/2017
5772,5,H,B,SF,HT2,C1,XL,4/5/2017
5773,5,H,B,SF,HT2,C1,XL,4/5/2017
5774,5,H,B,SF,HT2,C1,XL,4/5/2017
5775,5,H,B,SF,HT2,C1,XL,4/5/2017
5776,5,H,B,SF,HT2,C1,XL,4/7/2017
5777,5,H,B,SF,HT2,C1,XL,4/7/2017
5778,5,H,B,SF,HT2,C1,XL,4/7/2017
5779,5,H,B,SF,HT2,C1,XL,4/7/2017
5780,5,H,B,SF,HT2,C1,XL,4/7/2017
5781,5,H,B,SF,HT2,C1,XL,4/7/2017
5782,5,H,B,SF,HT2,C1,XL,4/7/2017
